A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
4,11822,300,12335.0,852.0,11689,1383,11226.0,1022.0,1521,2147,9.22,-1.21,16.77,-27.89,7.26,-53.55,0.45,-36.11,127,47_0002275_0002299-reel_begin_end,193,-78.699707,179.663696
5,14823,335,15537.0,1023.0,14694,1379,14258.0,1026.0,1521,2147,8.94,-2.9,19.45,-36.15,7.04,-53.36,0.63,-36.3,127,47_0002275_0002299-reel_begin_end,194,-78.702698,179.757004
6,17842,300,18589.0,1011.0,17703,1383,17240.0,1011.0,1521,2147,9.22,-1.21,20.22,-35.57,7.18,-53.55,0.36,-35.57,127,47_0002275_0002299-reel_begin_end,195,-78.705597,179.8517
7,20859,300,21594.0,875.0,20708,1384,20272.0,1014.0,1521,2147,9.18,-1.21,20.0,-29.0,6.95,-53.6,0.54,-35.72,127,47_0002275_0002299-reel_begin_end,196,-78.710007,179.942307
8,23898,300,24491.0,933.0,23759,1382,23302.0,1016.0,1521,2147,9.31,-1.21,18.04,-31.8,7.26,-53.5,0.54,-35.82,127,47_0002275_0002299-reel_begin_end,197,-78.714294,-179.963104
9,26903,300,27610.0,1111.0,26751,1382,26310.0,1016.0,1521,2147,9.09,-1.21,19.5,-40.41,6.85,-53.5,0.36,-35.82,127,47_0002275_0002299-reel_begin_end,198,-78.7173,-179.869797
10,29915,300,30579.0,824.0,29739,1377,29341.0,1024.0,1521,2147,9.27,-1.21,19.04,-26.54,6.67,-53.26,0.82,-36.2,127,47_0002275_0002299-reel_begin_end,199,-78.7202,-179.7668
11,32970,527,33591.0,1144.0,32828,1373,32353.0,1009.0,1521,2147,9.49,-12.18,18.63,-42.0,7.4,-53.07,0.4,-35.48,127,47_0002275_0002299-reel_begin_end,200,-78.723206,-179.676193
12,35979,407,36813.0,1288.0,35803,1376,35389.0,1022.0,1521,2147,9.18,-6.38,21.45,-48.96,6.59,-53.21,0.49,-36.11,127,47_0002275_0002299-reel_begin_end,201,-78.726196,-179.582901
1,1238,433,1856.0,1160.0,1112,1382,658.0,1021.0,1514,639,9.27,-7.31,18.32,-42.8,7.43,-53.64,0.78,-36.02,127,47_0002300_0002324-reel_begin_end,172,-78.643097,177.681702
2,4278,434,5096.0,1196.0,4111,1381,3688.0,1023.0,1514,639,9.42,-7.36,21.4,-44.56,6.97,-53.59,0.78,-36.11,127,47_0002300_0002324-reel_begin_end,173,-78.644699,177.770798
3,7294,393,7982.0,1091.0,7130,1383,6689.0,1015.0,1514,639,9.51,-5.36,19.58,-39.43,7.11,-53.69,0.65,-35.72,127,47_0002300_0002324-reel_begin_end,174,-78.650299,177.863998
4,10320,438,11058.0,1268.0,10172,1382,9712.0,1016.0,1514,639,9.6,-7.56,20.4,-48.07,7.43,-53.64,0.69,-35.77,127,47_0002300_0002324-reel_begin_end,175,-78.653305,177.955795
5,13365,666,14032.0,1297.0,13226,1382,12739.0,1016.0,1514,639,9.82,-18.69,19.58,-49.49,7.78,-53.64,0.65,-35.77,127,47_0002300_0002324-reel_begin_end,176,-78.657593,178.044998
6,16354,441,16981.0,1250.0,16156,1382,15745.0,1012.0,1514,639,9.51,-7.7,18.69,-47.2,6.61,-53.64,0.59,-35.58,127,47_0002300_0002324-reel_begin_end,177,-78.660599,178.138199
7,19368,405,20201.0,1146.0,19195,1381,,,1514,639,9.42,-5.95,21.62,-42.12,6.89,-53.59,,,127,47_0002300_0002324-reel_begin_end,178,-78.663498,178.235596
8,22397,413,23048.0,864.0,22245,1381,21804.0,1025.0,1514,639,9.46,-6.34,19.0,-28.35,7.24,-53.59,0.78,-36.21,127,47_0002300_0002324-reel_begin_end,179,-78.666504,178.324707
9,25404,405,26129.0,1201.0,25289,1378,24798.0,1009.0,1514,639,9.42,-5.95,20.04,-44.8,7.74,-53.44,0.55,-35.43,127,47_0002300_0002324-reel_begin_end,180,-78.669495,178.417999
10,28390,412,28896.0,1119.0,28232,1381,27828.0,1026.0,1514,639,8.92,-6.29,16.33,-40.8,6.61,-53.59,0.69,-36.26,127,47_0002300_0002324-reel_begin_end,181,-78.671097,178.524994
11,31444,581,31846.0,1249.0,31339,1375,,,1514,639,9.27,-14.54,15.16,-47.15,7.74,-53.3,,,127,47_0002300_0002324-reel_begin_end,182,-78.671295,178.614197
12,34442,534,34930.0,1162.0,34303,1376,33852.0,1076.0,1514,639,9.1,-12.24,16.25,-42.9,7.06,-53.35,0.46,-38.7,127,47_0002300_0002324-reel_begin_end,183,-78.674194,178.707397
1,2780,387,3194.0,1011.0,2622,1378,2190.0,1028.0,1521,2159,9.6,-5.02,15.66,-35.33,7.28,-53.15,0.96,-36.15,127,47_0002325_0002349-reel_begin_end,159,-78.581299,176.482407
2,5784,389,6442.0,898.0,5697,1382,5185.0,1018.0,1521,2159,9.51,-5.11,19.14,-29.84,8.23,-53.35,0.74,-35.67,127,47_0002325_0002349-reel_begin_end,160,-78.587006,176.570099
3,8795,408,9446.0,1137.0,8643,1385,8214.0,1030.0,1521,2159,9.38,-6.04,18.91,-41.45,7.15,-53.49,0.87,-36.25,127,47_0002325_0002349-reel_begin_end,161,-78.591293,176.661896
4,11822,427,12573.0,1264.0,11720,1383,11242.0,1028.0,1521,2159,9.19,-6.96,20.18,-47.62,7.69,-53.4,0.69,-36.15,127,47_0002325_0002349-reel_begin_end,162,-78.597,176.753693
5,14835,396,15381.0,962.0,14677,1381,14245.0,1017.0,1521,2159,9.38,-5.45,17.37,-32.95,7.06,-53.3,0.74,-35.62,127,47_0002325_0002349-reel_begin_end,163,-78.601303,176.855194
6,17838,406,18629.0,1299.0,17665,1380,17249.0,1011.0,1521,2159,9.27,-5.94,20.86,-49.32,6.74,-53.25,0.65,-35.33,127,47_0002325_0002349-reel_begin_end,164,-78.607101,176.942902
7,20863,439,21882.0,1205.0,20764,1381,20285.0,1021.0,1521,2159,9.05,-7.54,23.98,-44.75,7.6,-53.3,0.59,-35.81,127,47_0002325_0002349-reel_begin_end,165,-78.611404,177.030502
8,23885,392,24688.0,1255.0,23706,1384,23308.0,1026.0,1521,2159,9.23,-5.26,20.99,-47.18,6.61,-53.44,0.78,-36.05,127,47_0002325_0002349-reel_begin_end,166,-78.614304,177.122406
9,26879,419,27704.0,1231.0,26752,1382,26320.0,1030.0,1521,2159,9.14,-6.57,21.22,-46.01,7.28,-53.35,0.96,-36.25,127,47_0002325_0002349-reel_begin_end,167,-78.619995,177.210098
10,29918,394,,,29832,1387,29335.0,1019.0,1521,2159,9.27,-5.36,,,8.01,-53.59,0.74,-35.71,127,47_0002325_0002349-reel_begin_end,168,-78.624405,177.301895
11,32941,389,33670.0,1204.0,32772,1383,32361.0,1022.0,1521,2159,9.32,-5.11,19.99,-44.7,6.84,-53.4,0.82,-35.86,127,47_0002325_0002349-reel_begin_end,169,-78.628693,177.395096
12,35930,354,36810.0,1233.0,35797,1377,35362.0,1019.0,1521,2159,9.01,-3.41,21.9,-46.11,7.06,-53.1,0.69,-35.71,127,47_0002325_0002349-reel_begin_end,170,-78.634399,177.488297
1,1245,619,2017.0,1236.0,1097,1381,661.0,1083.0,1521,649,9.31,-16.89,20.68,-46.86,7.13,-53.9,0.72,-39.42,127,47_0002350_0002374-reel_begin_end,145,-78.507004,175.220901
2,4266,614,,,4117,1385,3679.0,1081.0,1521,649,9.18,-16.64,,,6.99,-54.09,0.54,-39.33,127,47_0002350_0002374-reel_begin_end,146,-78.511307,175.315506
3,7278,588,,,7139,1385,6682.0,1078.0,1521,649,9.36,-15.38,,,7.31,-54.09,0.58,-39.18,127,47_0002350_0002374-reel_begin_end,147,-78.519806,175.401703
4,10302,660,,,10178,1382,9715.0,1084.0,1521,649,9.27,-18.88,,,7.44,-53.95,0.63,-39.47,127,47_0002350_0002374-reel_begin_end,148,-78.524094,175.488007
5,13325,636,13890.0,1214.0,13170,1384,12729.0,1078.0,1521,649,9.31,-17.71,17.63,-45.79,7.03,-54.04,0.54,-39.18,127,47_0002350_0002374-reel_begin_end,149,-78.5298,175.568695
6,16346,593,16717.0,1084.0,16186,1385,15741.0,1090.0,1521,649,9.62,-15.62,15.08,-39.47,7.27,-54.09,0.72,-39.76,127,47_0002350_0002374-reel_begin_end,150,-78.538193,175.659103
7,19373,636,,,19197,1382,18759.0,1078.0,1521,649,9.58,-17.71,,,6.99,-53.95,0.54,-39.18,127,47_0002350_0002374-reel_begin_end,151,-78.545303,175.741196
8,22396,602,23076.0,1277.0,22245,1384,21782.0,1081.0,1521,649,9.62,-16.06,19.63,-48.85,7.4,-54.04,0.58,-39.33,127,47_0002350_0002374-reel_begin_end,152,-78.549606,175.832993
9,25388,597,25993.0,1221.0,25274,1385,24789.0,1080.0,1521,649,9.36,-15.82,18.26,-46.13,7.68,-54.09,0.54,-39.28,127,47_0002350_0002374-reel_begin_end,153,-78.552597,175.923401
10,28423,561,29220.0,1364.0,28241,1384,27818.0,1095.0,1521,649,9.58,-14.07,21.31,-53.07,6.9,-54.04,0.67,-40.01,127,47_0002350_0002374-reel_begin_end,154,-78.559601,176.023499
11,31459,396,32259.0,1244.0,31311,1389,30841.0,1011.0,1521,649,9.81,-6.05,21.59,-47.24,7.64,-54.29,0.72,-35.93,127,47_0002350_0002374-reel_begin_end,155,-78.563995,176.115204
12,34454,429,35118.0,1242.0,34284,1383,33849.0,1011.0,1521,649,9.45,-7.66,19.22,-47.15,6.94,-54.0,0.54,-35.93,127,47_0002350_0002374-reel_begin_end,156,-78.568298,176.202896
1,2750,654,3527.0,1267.0,2617,1385,2173.0,1080.0,1517,2162,9.1,-18.0,20.45,-47.83,7.16,-53.57,0.68,-38.73,127,47_0002375_0002399-reel_begin_end,131,-78.4245,173.958694
2,5744,611,6583.0,1157.0,5636,1385,5176.0,1082.0,1517,2162,9.01,-15.9,21.26,-42.48,7.44,-53.57,0.72,-38.83,127,47_0002375_0002399-reel_begin_end,132,-78.428802,174.047699
3,8772,607,9589.0,1245.0,8690,1385,8192.0,1077.0,1517,2162,8.98,-15.71,20.91,-46.76,7.79,-53.57,0.52,-38.58,127,47_0002375_0002399-reel_begin_end,133,-78.437302,174.138
4,11802,623,12217.0,864.0,11664,1384,11225.0,1084.0,1517,2162,8.98,-16.49,15.04,-28.22,6.97,-53.52,0.56,-38.92,127,47_0002375_0002399-reel_begin_end,134,-78.442993,174.222794
5,14818,640,15654.0,1077.0,14669,1387,14230.0,1080.0,1517,2162,9.22,-17.31,21.42,-38.58,7.04,-53.67,0.63,-38.73,127,47_0002375_0002399-reel_begin_end,135,-78.4487,174.311798
6,17832,597,18282.0,1258.0,17748,1389,17258.0,1119.0,1517,2162,9.13,-15.22,15.7,-47.39,7.9,-53.77,0.75,-40.63,127,47_0002375_0002399-reel_begin_end,136,-78.455704,174.404907
7,20868,599,21458.0,1206.0,20738,1392,20280.0,1082.0,1517,2162,9.22,-15.32,17.83,-44.86,7.32,-53.91,0.63,-38.83,127,47_0002375_0002399-reel_begin_end,137,-78.461395,174.4953
8,23896,646,24303.0,1132.0,23729,1392,23277.0,1100.0,1517,2162,9.48,-17.61,15.42,-41.26,7.04,-53.91,0.44,-39.7,127,47_0002375_0002399-reel_begin_end,138,-78.467102,174.584198
9,26906,619,27707.0,1283.0,26797,1384,26302.0,1081.0,1517,2162,9.33,-16.29,21.03,-48.61,7.74,-53.52,0.52,-38.78,127,47_0002375_0002399-reel_begin_end,139,-78.471405,174.674606
10,29926,599,30584.0,1162.0,29814,1385,29330.0,1078.0,1517,2162,9.33,-15.32,18.94,-42.72,7.7,-53.57,0.63,-38.63,127,47_0002375_0002399-reel_begin_end,140,-78.4785,174.769104
11,32932,650,33747.0,1228.0,32834,1384,32342.0,1078.0,1517,2162,9.13,-17.8,21.03,-45.93,7.7,-53.52,0.52,-38.63,127,47_0002375_0002399-reel_begin_end,141,-78.484207,174.859497
12,35951,630,36366.0,796.0,35826,1386,35358.0,1087.0,1517,2162,9.41,-16.83,15.47,-24.91,7.58,-53.62,0.75,-39.07,127,47_0002375_0002399-reel_begin_end,142,-78.488495,174.949799
1,1251,465,2016.0,1037.0,1135,1394,656.0,1008.0,1520,656,9.31,-8.72,20.72,-36.92,7.58,-54.52,0.43,-35.49,127,47_0002400_0002424-reel_begin_end,118,-78.1922,170.818298
2,4262,625,5026.0,1182.0,4106,1390,3664.0,1092.0,1520,656,9.47,-16.61,20.87,-44.07,7.14,-54.32,0.55,-39.63,127,47_0002400_0002424-reel_begin_end,119,-78.350693,172.907898
3,7292,605,8052.0,1320.0,7141,1388,6686.0,1095.0,1520,656,9.62,-15.62,20.96,-50.87,7.37,-54.22,0.58,-39.78,127,47_0002400_0002424-reel_begin_end,120,-78.3564,172.995407
4,10330,611,11100.0,1283.0,10222,1391,9711.0,1091.0,1520,656,9.74,-15.91,21.23,-49.05,8.13,-54.37,0.5,-39.58,127,47_0002400_0002424-reel_begin_end,121,-78.360703,173.084396
5,13327,605,14110.0,1168.0,13174,1390,12724.0,1093.0,1520,656,9.55,-15.62,21.23,-43.38,7.26,-54.32,0.55,-39.68,127,47_0002400_0002424-reel_begin_end,122,-78.369202,173.177399
6,16323,626,17133.0,1247.0,16183,1389,15728.0,1091.0,1520,656,9.26,-16.65,21.35,-47.27,7.17,-54.27,0.38,-39.58,127,47_0002400_0002424-reel_begin_end,123,-78.374893,173.260803
7,19356,617,,,19224,1381,18764.0,1077.0,1520,656,9.31,-16.21,,,7.34,-53.88,0.62,-38.89,127,47_0002400_0002424-reel_begin_end,124,-78.381897,173.349792
8,22368,605,23191.0,1261.0,22212,1382,,,1520,656,9.19,-15.62,21.47,-47.96,6.86,-53.93,,,127,47_0002400_0002424-reel_begin_end,125,-78.3862,173.434601
9,25387,629,26202.0,1171.0,25262,1383,24797.0,1098.0,1520,656,9.47,-16.8,21.63,-43.53,7.61,-53.98,0.67,-39.93,127,47_0002400_0002424-reel_begin_end,126,-78.391907,173.519394
10,28422,606,29229.0,1231.0,28279,1377,27821.0,1080.0,1520,656,9.55,-15.67,21.59,-46.48,7.41,-53.68,0.58,-39.04,127,47_0002400_0002424-reel_begin_end,127,-78.397598,173.606995
11,31423,632,32259.0,1096.0,31286,1382,30834.0,1076.0,1520,656,9.26,-16.95,21.74,-39.83,7.22,-53.93,0.47,-38.84,127,47_0002400_0002424-reel_begin_end,128,-78.407394,173.695908
12,34429,636,35265.0,1080.0,34270,1383,33847.0,1084.0,1520,656,9.35,-17.15,21.83,-39.04,6.98,-53.98,0.67,-39.24,127,47_0002400_0002424-reel_begin_end,129,-78.411697,173.780701
1,2775,467,3640.0,1276.0,2619,1394,2158.0,1012.0,1520,2153,9.57,-9.09,22.37,-48.3,7.26,-54.02,0.45,-35.5,127,47_0002425_0002449-reel_begin_end,107,-78.118805,169.884903
2,5793,423,6327.0,997.0,5623,1398,5176.0,1014.0,1520,2153,9.69,-6.96,17.59,-34.78,7.18,-54.21,0.56,-35.6,127,47_0002425_0002449-reel_begin_end,108,-78.124405,169.964096
3,8833,438,9373.0,1067.0,8677,1399,8196.0,1013.0,1520,2153,9.84,-7.69,17.83,-38.17,7.53,-54.26,0.42,-35.55,127,47_0002425_0002449-reel_begin_end,109,-78.1315,170.048798
4,11856,431,12563.0,1162.0,11687,1394,11208.0,1021.0,1520,2153,10.03,-7.35,20.49,-42.77,7.53,-54.02,0.45,-35.94,127,47_0002425_0002449-reel_begin_end,110,-78.137207,170.134995
5,14853,454,15723.0,1282.0,14694,1398,14236.0,1027.0,1520,2153,9.69,-8.46,22.56,-48.59,7.34,-54.21,0.56,-36.23,127,47_0002425_0002449-reel_begin_end,111,-78.144196,170.219696
6,17854,418,18418.0,1141.0,17719,1397,17251.0,1015.0,1520,2153,9.41,-6.72,17.75,-41.75,7.41,-54.16,0.49,-35.65,127,47_0002425_0002449-reel_begin_end,112,-78.151306,170.305801
7,20879,442,21754.0,1266.0,20773,1395,20278.0,1011.0,1520,2153,9.33,-7.88,22.28,-47.81,7.77,-54.06,0.45,-35.45,127,47_0002425_0002449-reel_begin_end,113,-78.158295,170.390503
8,23887,395,24535.0,936.0,23752,1396,23278.0,1006.0,1520,2153,9.45,-5.6,19.04,-31.82,7.46,-54.11,0.45,-35.21,127,47_0002425_0002449-reel_begin_end,114,-78.164001,170.475296
9,26912,449,27576.0,1023.0,26751,1392,26309.0,1015.0,1520,2153,9.53,-8.22,19.35,-36.04,7.15,-53.92,0.61,-35.65,127,47_0002425_0002449-reel_begin_end,115,-78.171097,170.557205
10,29923,422,30611.0,1029.0,29797,1397,29334.0,1010.0,1520,2153,9.25,-6.91,19.42,-36.33,7.38,-54.16,0.53,-35.41,127,47_0002425_0002449-reel_begin_end,116,-78.180893,170.645996
11,32921,434,33654.0,1149.0,32775,1394,32349.0,1027.0,1520,2153,9.22,-7.49,20.06,-42.14,7.06,-54.02,0.76,-36.23,127,47_0002425_0002449-reel_begin_end,117,-78.1866,170.732193
12,35951,435,36697.0,1003.0,35843,1395,35359.0,1010.0,1520,2153,9.36,-7.54,20.4,-35.07,7.77,-54.06,0.61,-35.41,127,47_0002425_0002449-reel_begin_end,,,
1,3687,610,4388.0,1154.0,3539,1352,2886.0,1022.0,1520,2870,12.34,-15.88,22.53,-41.91,10.18,-51.39,0.69,-35.6,127,47_0003725_0003749-reel_begin_end,1097,-78.187805,173.162003
2,6712,636,7151.0,1019.0,6347,1347,5905.0,1014.0,1520,2870,12.26,-17.13,18.64,-35.45,6.96,-51.15,0.53,-35.21,127,47_0003725_0003749-reel_begin_end,1098,-78.186401,173.067505
3,9716,625,10441.0,1206.0,9452,1355,8930.0,1016.0,1520,2870,12.03,-16.6,22.57,-44.4,8.19,-51.53,0.6,-35.31,127,47_0003725_0003749-reel_begin_end,1099,-78.183594,172.973007
4,12726,608,13102.0,857.0,12435,1352,11940.0,1016.0,1520,2870,12.03,-15.79,17.5,-27.7,7.8,-51.39,0.6,-35.31,127,47_0003725_0003749-reel_begin_end,1100,-78.183502,172.878494
5,15746,635,16116.0,1061.0,15455,1351,14968.0,1016.0,1520,2870,11.88,-17.08,17.26,-37.46,7.65,-51.34,0.57,-35.31,127,47_0003725_0003749-reel_begin_end,1101,-78.179306,172.771606
6,18776,659,19149.0,899.0,18451,1350,17980.0,1014.0,1520,2870,12.03,-18.23,17.45,-29.71,7.3,-51.29,0.46,-35.21,127,47_0003725_0003749-reel_begin_end,1102,-78.176498,172.681198
7,21781,638,22300.0,989.0,21453,1350,20988.0,1014.0,1520,2870,12.1,-17.22,19.65,-34.02,7.33,-51.29,0.57,-35.21,127,47_0003725_0003749-reel_begin_end,1103,-78.173706,172.582596
8,24811,641,25216.0,966.0,24531,1354,24023.0,1017.0,1520,2870,12.1,-17.37,17.99,-32.92,8.03,-51.48,0.65,-35.36,127,47_0003725_0003749-reel_begin_end,1104,-78.172302,172.496399
9,27826,639,28228.0,872.0,27508,1352,,,1520,2870,11.88,-17.27,17.73,-28.42,7.26,-51.39,,,127,47_0003725_0003749-reel_begin_end,1105,-78.169403,172.395096
